age,monthly_income,account_balance,login_frequency,support_tickets,churn
62,88539.7,44770.23,17,1,1
67,61707.43,82851.84,9,0,1
40,26769.9,65776.11,15,3,1
24,23117.59,226579.16,17,3,1
32,65101.64,174360.63,11,5,1
62,48160.42,94749.31,12,1,1
63,41708.47,154571.68,9,1,1
51,58745.07,38628.83,15,4,0
24,72311.71,79641.23,12,0,1
24,30944.85,126291.8,10,4,1
42,51022.45,147133.84,14,4,1
48,90197.41,114152.45,10,1,1
19,38494.23,134880.81,13,4,1
53,77395.22,124700.19,16,3,1
46,50305.38,110185.36,11,2,0
18,70915.88,102231.26,17,2,0
22,81946.55,94424.11,13,2,0
41,74825.64,133916.25,16,0,0
55,78183.19,144648.94,14,2,0
60,36968.13,131901.55,13,4,1
40,82273.19,49284.18,14,3,0
33,42946.14,60064.33,14,3,1
68,65190.84,143932.91,11,3,1
41,65164.92,208300.4,19,1,0
34,69702.45,129144.93,10,1,0
41,66739.13,95299.9,13,1,1
18,43123.8,133460.43,18,2,1
33,33002.65,51790.71,7,2,0
44,77446.97,198536.59,17,1,0
65,63716.69,131195.65,11,0,0
56,82987.54,79832.57,10,3,1
58,59105.34,109992.27,4,1,0
46,31896.71,88377.83,11,5,1
23,79322.59,198700.2,13,4,0
38,52592.59,107865.59,8,2,0
69,66840.07,129321.94,11,1,0
20,47050.81,154423.59,7,4,1
63,92886.03,75554.0,15,1,1
53,42468.7,131622.57,13,2,1
32,53251.4,136466.13,9,3,0
58,62148.97,26755.27,12,2,1
61,38156.35,135161.79,14,4,0
20,66610.39,117254.28,8,3,1
23,92238.21,127797.98,7,6,1
52,50190.76,122137.78,10,2,1
69,67902.86,135550.19,13,1,0
19,15000.0,200240.59,12,3,0
52,59221.42,49229.56,15,1,0
25,53739.15,99470.86,15,1,0
51,43630.05,159997.12,7,3,0
50,81629.01,148855.55,14,1,0
22,53475.13,147564.33,10,2,1
53,56450.45,285214.63,16,2,0
64,52456.14,156848.13,17,4,0
62,21663.68,187856.27,7,2,0
19,37360.27,101575.68,13,0,0
30,79221.87,60425.26,11,2,0
30,17800.99,101140.95,11,1,1
41,44673.69,162717.61,13,1,0
25,52005.6,144409.67,7,0,0
62,94872.44,144195.08,13,2,0
58,75372.08,107139.34,11,2,0
60,48856.59,97571.84,11,1,1
28,86090.27,109208.57,9,2,1
18,45189.68,163468.53,9,2,0
65,80182.0,170443.65,12,0,0
33,32822.46,59625.5,15,3,1
52,81465.16,165740.55,9,3,0
65,51877.33,80956.73,14,4,0
19,39429.92,148135.3,16,1,0
18,55657.13,108482.06,11,1,0
18,65546.88,213947.31,9,4,0
26,50105.03,94915.52,18,0,1
20,71079.07,130716.71,11,1,1
60,48340.12,156395.59,12,3,0
49,72407.45,67562.47,11,1,0
68,68844.44,115628.58,14,3,1
59,58781.54,104004.91,10,1,1
68,51172.35,89171.19,11,2,0
30,63030.82,93616.62,10,1,1
32,71005.07,186720.88,10,2,1
62,101235.98,84086.96,7,4,1
30,78788.41,153984.47,14,2,0
20,79519.8,138875.7,10,1,0
52,121770.24,36181.19,14,1,1
59,70319.17,151150.17,16,2,0
68,69692.87,35189.21,15,3,1
66,74080.3,157685.51,13,2,0
24,39820.68,89568.5,13,2,0
58,51121.97,120502.04,10,0,1
61,49876.61,42343.2,8,0,0
54,72952.28,127342.94,10,6,1
60,56516.51,175617.03,17,2,1
61,62764.47,71582.07,7,2,1
41,81749.09,83569.97,16,2,1
20,77263.01,147277.26,7,5,0
41,56765.58,148777.1,15,4,0
28,46600.1,5000.0,8,2,0
23,82705.49,240924.38,20,2,0
24,75477.82,151713.21,11,3,1
54,27874.86,161815.12,10,3,1
44,53736.92,111387.57,15,3,0
46,63310.31,8678.79,17,2,1
56,75576.59,160483.32,16,4,1
46,78202.03,86088.72,10,2,0
50,65678.12,152635.9,17,2,1
22,71704.95,106871.94,14,2,1
62,61282.74,134282.36,12,2,1
41,46522.97,73500.22,12,3,0
26,54774.71,171863.34,9,2,1
60,60379.82,48697.26,5,3,1
56,59306.41,254734.17,15,3,0
20,22288.54,254276.92,16,1,1
28,52050.33,217961.98,12,1,0
18,61124.11,196528.74,17,2,1
32,54372.6,114927.1,10,1,0
23,55063.52,189992.8,16,2,0
54,69759.83,114229.41,13,4,1
45,38420.86,26788.95,7,0,0
68,27439.16,210192.08,8,1,1
56,53036.6,187729.47,13,2,1
49,75282.29,118119.65,16,2,0
44,93751.06,46488.94,11,1,1
20,75642.56,84827.96,17,2,0
21,30634.72,10731.26,13,0,0
50,55352.66,176704.85,13,1,1
18,65132.69,23801.46,14,6,1
20,63551.82,137209.85,6,1,0
29,70786.09,69378.4,12,3,1
63,41659.02,34397.79,15,1,0
41,61298.86,134301.31,16,3,0
54,68406.46,99972.04,15,2,0
39,76513.42,170291.35,12,3,1
27,43885.64,43943.68,13,0,0
37,53096.86,74561.12,15,2,1
22,15000.0,5000.0,20,2,1
58,47570.76,5000.0,13,3,1
27,49511.7,227891.54,9,0,0
37,39608.31,245015.89,11,4,1
68,63312.24,125563.57,14,0,0
48,58881.09,70570.27,9,2,0
41,15000.0,102093.06,16,2,0
46,64310.16,172414.45,18,2,1
58,41433.52,89136.66,12,2,1
31,69713.78,134258.03,18,3,0
51,34362.98,119234.64,11,2,0
63,60600.13,85871.24,13,2,0
47,54336.73,88428.44,15,2,1
41,66062.04,137599.25,13,1,1
25,62493.95,61386.71,8,3,0
30,54896.72,147103.76,11,1,1
67,29274.55,91705.26,12,2,0
46,30455.84,127642.04,13,3,0
33,48322.26,203037.75,9,1,0
39,59834.4,109908.48,11,0,0
48,47835.04,175188.26,19,2,0
45,72504.24,12478.03,11,3,1
54,54415.58,91778.22,21,2,1
31,40699.75,121661.32,19,4,0
51,54438.07,235399.84,9,3,1
41,64517.2,5000.0,15,3,0
66,66497.69,114227.41,10,0,1
26,97567.58,207401.33,8,1,0
25,46621.81,72898.78,9,2,1
42,58530.43,107229.67,11,3,1
44,68522.48,139904.34,8,2,0
53,59531.54,131070.51,14,2,0
39,49987.64,213946.23,14,2,1
65,29014.86,146908.43,14,1,1
42,49783.31,199666.37,16,2,1
24,38525.95,98399.5,17,4,0
24,25467.87,75568.48,9,1,0
68,44086.42,106456.61,15,3,1
24,39058.17,50453.81,12,1,0
67,71675.73,149010.7,16,1,1
32,72021.84,96847.31,8,1,0
22,41922.41,79692.67,10,2,1
33,54795.43,149919.5,10,1,1
49,22835.15,51377.05,6,0,1
40,50113.2,166230.13,13,1,1
58,67979.64,91299.76,11,2,1
49,76498.76,189545.79,15,3,1
38,45739.06,96435.75,14,7,1
51,81037.1,157914.58,16,2,1
68,29686.16,130773.74,9,0,0
39,35047.44,164634.11,14,3,1
25,74193.24,126596.81,11,1,1
39,93422.42,20196.16,15,2,1
61,69868.64,180527.61,12,1,0
29,59193.15,114739.02,14,5,1
67,16096.33,167370.96,12,1,1
48,19551.06,161414.79,10,2,0
49,62588.19,73602.21,15,2,1
34,52838.75,65112.28,15,2,0
65,37883.3,159321.31,17,5,1
19,61310.65,101805.06,12,0,0
33,62302.63,176185.76,13,0,0
39,78888.32,109307.94,10,3,0
42,62732.05,181404.59,15,0,1
42,84567.89,145398.27,10,3,1
25,60159.88,137278.5,8,3,1
29,57693.3,97559.33,9,3,0
22,81286.24,133945.66,6,0,0
47,40431.18,191571.16,8,3,1
36,116288.95,116747.07,8,0,1
47,67505.15,151870.47,19,2,1
48,67616.59,122781.6,9,1,1
54,70501.92,127476.24,7,3,0
46,97542.73,223404.65,7,4,1
51,75850.15,192103.8,15,2,0
48,27898.88,124764.23,14,0,1
51,88069.41,132867.25,17,0,0
50,53182.07,77887.77,16,1,0
34,62143.1,109621.71,8,0,0
30,34414.92,138563.87,11,1,1
58,70524.04,171036.82,12,3,1
35,46972.51,164953.25,8,2,0
46,62003.39,53444.46,8,1,0
28,54318.02,178618.96,25,3,0
40,98500.26,114673.58,9,0,1
45,99645.21,60780.52,14,5,0
50,60930.26,200183.08,16,1,0
45,61279.55,207796.74,10,2,0
36,52531.14,135824.82,16,0,0
68,82120.13,162527.62,15,2,1
44,53421.6,166046.95,12,0,0
60,51573.25,203746.33,5,4,0
56,79571.86,163684.11,13,1,0
47,49234.02,40338.7,10,1,1
64,59244.9,240588.46,7,2,1
24,28373.78,183939.41,14,2,0
65,74083.81,89428.55,13,4,1
62,98817.34,58222.5,9,5,1
44,74424.51,150288.81,13,1,1
56,89235.98,103304.4,8,2,0
45,43077.96,139799.72,20,1,0
31,64726.49,164604.41,11,3,0
59,41136.8,86013.49,10,3,1
30,55444.69,53033.52,15,0,0
34,75444.23,143149.11,11,2,1
45,62036.41,87996.73,10,2,0
61,31747.18,128765.75,10,1,0
37,33699.42,39400.41,12,5,1
43,32376.72,104869.04,13,1,1
20,69829.05,162897.11,10,6,1
24,101277.89,156355.95,10,4,1
20,87249.16,72698.52,17,2,0
21,22080.3,49904.14,16,4,0
63,88421.52,120945.82,13,3,1
61,78728.01,153661.97,9,1,0
60,29094.0,144310.51,7,3,0
20,53935.97,89270.41,13,2,1
22,81910.45,137869.47,18,0,0
32,71008.67,210141.33,9,4,1
47,33818.1,132308.68,11,2,0
35,72214.84,22011.12,14,3,0
43,17249.99,132192.02,17,1,1
26,55543.56,242637.42,8,4,1
56,82759.14,42756.55,14,0,0
34,60367.88,121783.48,15,0,0
21,50021.25,106419.87,8,2,0
56,77786.93,125752.98,16,1,1
64,79495.04,131655.13,8,1,0
18,86200.79,188398.32,11,6,1
40,77486.85,125087.0,14,2,0
61,81627.5,196635.57,15,3,0
54,74658.17,112940.66,11,1,1
62,65310.57,98991.79,13,1,0
39,61790.18,79849.02,19,2,1
37,55254.81,10974.78,10,3,1
54,35752.63,136546.88,9,1,1
25,40893.77,243240.02,7,1,1
30,54359.71,147494.13,19,0,0
49,64829.04,161204.84,10,2,0
52,88816.25,95218.12,12,1,0
24,59164.06,105340.0,13,4,1
44,80069.53,179078.49,4,1,1
36,81586.31,240521.62,8,2,1
44,55371.06,209276.88,11,1,0
67,71893.8,168314.68,17,3,0
21,55129.44,122109.03,12,4,1
69,86442.72,132583.13,15,1,1
41,72716.87,74789.56,10,3,1
58,36190.32,33109.95,9,1,1
40,63230.49,52392.1,7,3,1
34,92962.24,122988.0,16,1,1
58,56375.38,102480.46,13,2,0
53,68954.3,31833.5,17,4,1
25,70917.58,117760.6,11,2,1
54,39267.54,100894.18,14,3,1
57,70214.16,49629.07,10,0,0
38,32123.3,97789.26,8,2,1
66,47487.52,100742.82,20,0,1
51,81514.46,83001.77,14,6,1
35,67135.13,175600.21,10,0,0
18,53910.44,5825.91,11,1,1
53,68929.22,5000.0,9,4,1
28,58798.16,120197.15,13,1,0
57,60251.57,125767.63,15,2,0
45,73136.37,144252.91,13,3,0
42,45452.65,87661.59,7,1,1
26,60806.73,64924.57,14,2,0
54,53754.64,119561.03,15,1,1
26,28287.93,93505.31,10,2,1
39,41590.88,213064.28,19,0,0
61,91364.13,100546.37,19,5,1
65,67694.47,116808.89,7,5,0
69,33528.23,268525.09,18,1,0
67,29192.91,108314.39,12,4,1
46,57756.72,153369.41,12,2,0
28,91223.73,158778.57,9,0,0
61,56264.84,163884.1,10,2,0
59,86139.99,137369.24,14,2,0
69,67038.62,131630.45,11,1,0
51,69425.01,126020.06,14,4,1
25,33285.59,85440.37,9,5,0
44,78750.46,139531.13,21,0,0
41,53301.36,241718.75,17,1,0
61,77261.85,192640.91,18,3,1
38,43716.6,138235.08,12,1,1
35,63540.99,171349.79,20,0,0
22,67040.06,67849.45,15,1,0
61,56919.33,104369.27,12,3,1
57,68090.9,176870.99,9,2,1
20,54672.06,209230.03,7,2,1
40,47018.8,73748.03,13,1,0
42,92109.67,90984.7,10,1,1
42,80979.06,250882.55,15,0,0
65,44782.71,125775.67,12,5,0
25,71368.89,229401.72,3,5,1
33,45146.42,132411.44,10,2,1
27,36306.31,134770.82,14,1,0
30,80676.19,101670.55,9,2,0
65,25918.01,176553.31,11,1,1
66,78537.12,201466.65,12,5,1
20,54945.55,57899.87,13,2,0
50,55769.07,98852.97,11,1,0
30,68195.02,174904.71,9,1,0
28,71623.98,112227.08,10,4,1
33,43473.14,90396.87,11,0,0
28,74354.51,180572.53,15,1,0
43,62267.41,186207.19,12,0,1
69,34878.9,93021.47,13,2,1
48,56602.51,132741.99,10,1,0
55,87625.58,47491.51,12,1,1
43,93531.9,66271.15,18,1,1
18,74346.97,127449.91,9,1,1
22,36193.13,121884.41,11,3,0
31,69812.14,61987.43,11,3,0
30,77017.22,77041.56,8,4,1
61,74514.16,56097.34,15,1,0
61,75699.09,147303.59,8,3,1
62,67265.26,5000.0,10,1,1
51,58551.75,59305.37,13,1,1
46,47832.65,8223.51,15,0,0
51,22041.29,145141.24,13,2,1
39,66792.84,11835.99,15,2,1
52,63721.06,121903.75,10,2,0
59,71151.52,218371.44,12,1,1
57,33249.13,220406.04,8,1,1
49,72900.33,11645.55,15,2,1
21,101090.9,137904.58,11,6,0
55,61569.0,60661.72,15,2,0
37,58766.69,48411.84,10,1,0
56,66180.05,113191.8,10,1,1
46,100646.74,193697.47,23,3,0
63,39527.04,155979.53,8,1,0
35,64064.14,77091.54,19,3,0
66,44006.85,162302.04,16,3,1
61,49059.91,5000.0,7,3,1
35,59008.19,74823.25,11,1,0
43,86946.46,70566.51,14,9,0
45,96019.81,124699.24,10,1,0
57,68962.84,107830.32,16,6,0
53,52468.11,111511.73,9,1,0
62,109854.78,109516.83,12,2,1
37,51448.91,121344.43,15,4,1
44,48577.28,152407.86,21,2,0
40,24501.14,128959.86,12,3,1
65,87921.83,102938.89,12,4,1
33,79364.91,144104.9,13,3,0
48,108356.11,169567.41,8,4,1
24,32209.53,86638.45,14,1,0
62,89163.42,116435.84,10,1,1
37,61402.71,189714.39,15,1,0
35,76122.0,53834.36,12,5,0
48,27044.46,228282.13,9,1,0
43,89361.64,39650.7,9,1,0
62,75730.34,99278.12,12,3,1
45,59221.8,62988.6,10,3,1
44,72902.25,251275.62,16,3,1
23,44690.09,89799.0,7,3,0
19,48411.2,89949.53,16,0,0
38,50731.11,97755.08,11,3,1
69,22945.44,125736.17,13,0,1
65,77235.17,100293.49,9,2,0
50,83831.87,112026.79,10,7,1
50,45973.12,5000.0,15,0,0
38,66964.06,123429.59,8,1,0
27,54689.19,121068.4,14,3,0
18,66565.48,182314.13,14,1,0
35,47448.46,198543.66,13,1,0
34,42331.5,108737.52,8,4,0
27,81041.5,168973.74,13,2,0
31,58722.59,53905.87,23,2,0
19,100442.18,166040.54,15,2,0
49,60926.2,85651.45,11,0,1
66,41478.44,48918.15,14,2,0
53,84538.82,108864.68,10,0,0
41,72616.0,204028.35,13,4,0
39,74537.46,130860.33,13,3,0
33,83812.01,209789.29,7,3,1
25,46944.07,75076.04,13,1,0
49,57454.93,182871.07,15,3,0
47,56571.0,80870.4,14,1,0
18,34185.07,133519.72,13,3,1
39,54728.2,133000.97,10,4,0
32,86727.59,159689.5,19,2,1
26,64746.76,135044.44,9,0,0
54,33078.77,75648.93,17,4,0
45,28883.21,172818.42,17,3,0
50,93295.52,223899.4,6,2,0
55,58193.62,84971.79,18,5,0
69,47051.8,9886.08,20,1,1
59,54520.16,149959.17,15,5,0
50,30453.84,100129.18,11,1,1
63,88461.9,112133.83,7,5,1
42,52138.94,153370.67,13,2,0
69,87348.03,92616.45,14,4,1
57,61033.03,103868.88,16,3,1
51,88590.64,113992.83,8,2,1
64,65133.89,208185.24,12,1,0
44,77064.65,121804.18,10,2,0
55,74381.86,45859.59,19,0,0
32,72465.82,48247.29,8,1,0
68,66958.69,128353.8,13,1,1
50,55342.99,52234.32,9,2,1
58,98308.69,26261.79,17,1,1
41,41861.26,158132.16,15,2,0
63,60086.15,161069.9,13,1,1
21,60297.72,97911.81,14,3,1
23,68048.82,137619.56,8,1,1
44,51410.55,131287.3,12,2,0
56,66294.93,156145.16,20,3,1
60,56623.15,156284.99,13,2,0
40,28360.95,5000.0,8,1,1
51,60191.05,105570.06,13,2,0
46,37988.69,151074.25,14,5,1
67,25312.28,95372.6,9,4,1
52,62737.47,122172.16,10,4,1
39,69757.67,165042.0,15,1,0
68,70533.96,124855.51,8,1,0
23,71343.41,210475.17,9,3,1
69,21348.22,187619.18,14,6,1
26,32779.66,112886.15,13,4,1
32,99470.43,108117.23,23,1,1
60,39055.82,5000.0,15,1,0
56,72216.82,100409.87,9,1,0
68,46261.25,38803.87,13,1,1
56,61593.45,133273.77,14,3,1
51,47334.92,129172.24,11,1,0
36,71230.82,161751.35,13,0,1
18,62735.48,203800.23,17,0,0
24,51034.2,118423.83,25,1,0
33,38996.56,256824.98,9,2,0
20,65355.48,133947.09,6,3,1
44,35745.62,41387.02,8,3,1
58,68549.62,86275.69,13,5,0
68,112529.7,97635.2,12,2,0
43,87003.4,155527.63,22,1,0
63,74366.96,63165.01,13,3,1
69,58287.85,102121.45,10,2,1
62,21224.95,110337.58,11,0,1
42,33554.27,93112.75,10,2,0
34,85655.86,168684.92,6,2,1
68,44204.88,158479.28,9,1,1
30,46014.96,189994.03,14,2,1
39,56686.99,100138.49,11,2,0
21,38759.07,192151.65,9,4,1
59,35464.63,38160.17,9,1,1
51,58990.52,36696.94,14,3,1
22,42169.41,47171.9,16,3,1
29,45179.63,120552.7,10,1,1
46,44376.18,192142.69,16,2,1
46,70447.2,83871.48,10,0,0
59,55357.49,91398.4,12,1,0
31,56428.56,107038.92,9,4,1
66,71938.92,154369.69,13,2,1
41,57159.21,91342.48,10,2,1
60,54434.92,87994.98,15,2,1
30,69409.01,39276.28,14,1,1
19,73363.96,85696.73,11,3,1
20,57058.53,190647.71,8,4,1
37,61612.16,125455.56,11,2,0
67,44364.2,75608.73,19,4,1
20,42786.34,194168.64,16,2,0
37,75382.95,84887.19,11,1,0
23,68898.84,205197.33,10,2,0
66,69105.97,204216.42,12,1,0
53,65617.09,123360.7,10,1,1
57,60924.07,30087.03,5,4,1
55,73928.24,257370.04,14,1,0
52,78702.18,143236.56,16,2,1
58,78224.56,100566.78,12,1,0
18,57984.44,177367.67,10,4,1
63,87739.85,162138.17,23,4,1
56,64569.21,198656.3,10,2,1
56,72647.52,80259.13,6,3,1
38,65641.76,139108.4,12,1,0
59,64940.13,48847.79,10,0,0
37,45284.96,159980.06,9,5,1
20,74027.02,118623.28,12,1,1
65,116905.89,136860.56,18,1,0
30,52504.1,111219.02,11,1,0
23,61419.89,104940.67,15,3,1
50,51075.89,67906.13,20,2,0
30,50239.6,167425.81,8,0,0
62,90888.99,209382.24,10,4,1
41,46540.58,86599.9,11,1,0
18,50518.39,153212.43,16,5,0
67,28250.14,145931.02,8,4,0
44,44847.77,120485.87,9,0,0
31,25832.0,28404.26,19,1,1
53,72636.09,41904.16,10,1,1
45,115993.94,73141.08,9,2,0
19,52666.42,5000.0,8,5,1
57,26664.84,204481.84,7,2,0
38,77999.99,142062.19,7,4,1
54,45461.5,118202.34,12,1,1
64,85986.94,5000.0,16,2,1
49,54359.42,10567.75,21,2,0
52,47363.69,119859.52,9,1,0
31,56440.85,238229.4,8,2,0
30,75155.54,78081.35,6,3,1
39,55451.59,171827.88,15,2,0
62,50065.51,91205.86,6,5,1
45,56023.37,123314.36,15,4,1
36,34562.9,192881.03,14,2,0
58,67940.63,99242.9,15,4,1
62,24265.47,78593.71,4,0,1
64,51117.57,205084.23,7,2,1
33,75187.7,122733.47,8,3,0
54,66060.97,185472.31,15,0,0
48,71806.41,78885.07,13,2,0
41,58699.09,204400.45,9,0,0
38,83394.92,136417.64,10,4,1
23,78493.98,146087.26,13,0,0
32,68922.82,127897.76,14,2,0
46,78550.92,89671.5,10,1,1
64,75008.47,119899.03,12,3,1
63,51210.73,93444.59,14,1,0
27,33122.02,177572.76,11,2,1
53,68407.24,107816.57,13,1,1
22,70921.78,30209.57,12,0,0
53,81809.44,19234.58,16,2,1
35,41273.57,16396.91,17,0,1
41,41871.38,157078.25,18,2,0
55,69198.01,50909.74,16,2,1
40,58576.66,138005.15,7,1,1
59,22284.77,128194.47,12,4,0
45,67502.16,116117.48,20,4,0
69,22951.54,146304.31,10,2,1
51,41094.87,129498.21,6,2,0
33,87033.63,5000.0,16,0,0
58,96497.58,100582.49,14,1,1
39,35686.87,145506.19,6,4,0
45,53412.17,218416.97,8,1,0
25,60852.45,221187.46,15,2,0
24,95624.54,38210.97,10,0,1
47,50142.62,99016.48,14,3,1
27,50462.32,26033.11,7,2,0
69,90974.51,211193.1,15,4,0
62,52504.22,180771.37,12,4,0
54,74444.03,141035.27,14,1,0
56,30457.14,129965.69,12,3,0
48,56575.35,202837.87,12,1,1
21,26808.06,192679.51,10,1,0
38,38891.32,189482.68,14,1,0
43,76784.03,147400.79,11,1,1
65,59001.89,99046.3,21,6,1
29,53617.89,166027.49,11,2,0
43,45025.01,168962.51,14,3,1
35,55586.88,108561.75,11,2,1
24,66022.26,98925.06,15,2,0
23,79658.32,187998.8,20,1,0
36,15000.0,219846.97,21,0,0
22,43364.78,75036.25,13,1,1
21,63181.92,104197.4,10,2,1
36,58022.74,141055.98,14,2,0
28,68067.52,149195.94,13,1,0
46,65350.81,88658.02,12,3,1
18,53902.64,233011.24,13,1,0
33,49462.94,145325.72,6,0,1
41,55089.97,151883.0,10,3,0
68,82974.85,225533.04,17,3,1
50,45359.84,93056.3,7,1,1
63,58743.87,114694.09,14,6,1
35,63666.84,44800.67,11,2,0
41,91207.02,109658.97,12,3,0
39,53993.83,30664.35,17,2,0
64,79176.13,164870.96,11,1,0
67,84639.59,145199.81,10,0,1
68,58724.91,103375.84,18,6,1
57,55785.62,113974.58,10,2,1
44,53418.93,165687.98,12,2,1
46,54883.54,51852.23,12,2,1
68,77084.8,132250.07,9,2,1
32,64620.2,161970.59,13,4,1
36,64705.79,13063.56,14,6,1
64,37495.53,161096.28,16,1,0
38,40650.2,19556.25,10,0,1
30,102868.94,112944.33,10,1,0
47,56443.49,50196.53,6,1,1
34,44504.56,205874.79,10,0,0
64,88621.98,50572.74,11,4,1
65,65636.17,20988.61,12,1,0
33,71563.1,128001.13,17,1,0
45,57239.06,95177.82,26,0,1
69,53626.54,29723.69,9,2,0
56,56608.27,151548.91,13,3,0
29,32345.24,5000.0,13,2,1
48,58241.45,57825.54,10,0,1
50,65920.66,85486.9,11,1,0
51,97009.26,168133.34,12,3,0
19,61719.98,197728.1,15,1,0
33,15000.0,186166.93,20,4,0
62,58120.29,110803.57,14,3,1
30,114790.08,5000.0,14,3,0
33,77327.32,143451.18,14,3,0
34,43782.22,208234.42,12,3,1
27,71822.13,194027.42,7,3,1
26,45159.73,147776.94,7,4,0
36,32923.85,48629.83,9,0,1
63,53032.61,88481.58,17,1,0
18,61830.53,236028.86,14,5,0
32,22556.89,34996.23,18,2,0
21,37016.81,51129.53,11,3,1
47,60206.71,176553.09,17,2,0
31,51836.54,94130.45,16,4,0
59,67896.23,49094.69,13,0,0
48,35706.63,211678.27,7,3,0
58,74282.27,147663.36,10,2,1
51,36324.82,97091.93,14,3,1
40,92854.69,51253.51,12,1,0
62,25684.83,242844.39,14,2,1
42,38148.91,118532.89,10,3,1
67,68347.42,203839.68,17,2,0
69,93284.67,173618.01,5,0,0
48,66300.86,88745.91,15,3,1
53,71257.16,89223.53,9,0,1
31,60350.74,206778.89,15,3,0
60,39472.03,207751.04,19,2,0
52,50197.23,7385.04,12,3,1
64,35761.81,152986.82,10,1,1
31,34425.8,112727.11,16,0,0
58,68034.98,58000.61,19,1,0
42,37536.44,135704.77,11,1,0
27,66391.08,39024.19,14,0,0
26,33963.54,92012.68,9,2,1
47,65927.66,72091.58,8,2,0
34,50226.35,90012.52,14,1,1
23,88132.31,115711.29,15,3,0
40,66474.38,59066.0,9,2,1
51,84715.66,214390.74,7,0,0
34,44887.07,149596.99,8,2,1
67,61122.87,227673.78,15,0,0
58,40378.26,110395.2,13,2,0
44,51727.9,87072.6,12,1,1
66,54757.92,225504.94,8,2,0
40,45482.84,85316.42,5,4,1
25,35689.94,109302.48,12,0,0
19,31729.65,163202.84,6,1,0
66,15000.0,45736.45,8,3,1
67,38873.07,162677.68,17,1,0
56,72549.88,155000.82,8,4,0
23,28030.03,196159.52,17,5,1
33,32637.54,173402.67,12,2,1
20,95817.97,197998.7,12,3,1
20,47270.08,113374.69,12,1,1
30,66420.92,68239.78,12,2,0
47,72846.34,246599.12,13,2,0
21,73250.52,28398.26,6,2,0
69,29553.72,34409.22,12,0,0
41,55378.81,153907.68,10,3,0
31,27635.45,217499.16,14,5,1
44,108926.36,131373.05,12,2,1
59,28102.49,179958.22,5,3,0
34,39043.2,5000.0,14,4,1
20,39187.98,90027.3,10,5,1
20,30066.79,7563.13,6,2,1
62,87051.88,166824.66,16,2,1
23,108448.96,27166.12,12,1,0
51,50485.02,43330.87,14,1,0
37,33591.54,150841.51,9,2,1
58,15261.49,183709.46,11,2,0
21,55117.83,110461.91,14,0,1
64,53672.69,154210.35,9,2,1
54,46974.08,152267.29,7,2,1
41,64427.51,107074.39,10,2,0
28,67903.46,54317.67,16,1,0
68,66461.67,153893.48,10,0,0
33,53677.5,156785.74,14,1,1
43,37967.56,173641.46,16,2,1
38,73316.66,138723.99,17,0,1
29,60250.28,49890.01,15,2,1
39,77767.15,161420.41,12,3,0
25,75801.51,119917.14,14,2,1
18,31564.76,91035.75,14,2,1
33,31315.56,102321.85,12,4,0
23,44889.19,78584.57,8,4,0
39,38874.69,173330.63,7,2,1
62,75105.04,34913.12,16,2,1
26,67026.19,60390.84,11,3,0
18,81983.68,100273.63,10,0,1
23,67929.74,216825.05,14,3,1
44,64172.99,183256.83,10,2,0
32,83994.6,21549.55,10,3,1
43,69394.55,201080.83,21,2,1
19,61362.02,200965.21,12,2,0
35,89609.06,49559.5,15,1,1
39,62303.62,5000.0,9,3,0
40,53913.19,115666.7,11,2,0
46,43243.53,187345.46,12,1,0
58,74060.51,215475.72,7,3,1
42,84741.01,67750.36,14,5,1
61,58988.25,225118.75,18,3,1
45,86158.31,5000.0,11,2,0
31,20599.7,97916.96,11,1,1
29,58890.93,94967.36,11,1,1
34,59198.1,189140.22,13,3,0
49,45460.11,197898.15,13,6,1
30,107677.22,177253.42,9,1,0
65,58676.15,38967.0,14,3,1
42,51845.38,171757.14,15,4,1
62,60519.24,150542.52,8,5,1
53,19943.73,19725.94,11,1,0
35,44802.64,5000.0,19,4,1
29,79664.8,182279.36,6,3,1
56,47421.09,109194.04,14,3,1
35,43422.5,42889.07,11,4,0
30,86190.51,107509.68,12,0,0
66,86805.09,141842.46,12,1,1
43,70339.81,115028.93,12,1,0
20,50897.65,26880.83,12,3,1
43,55210.58,233133.41,8,4,1
41,43917.0,180253.08,9,2,1
62,40104.54,99877.35,11,1,1
55,39111.67,102294.32,14,2,1
27,47638.91,141569.24,8,1,1
25,39305.58,52222.72,11,2,1
49,28725.9,139360.59,16,2,0
20,64388.05,40156.05,12,2,1
34,64691.91,115767.95,12,3,0
25,94015.86,49885.71,19,0,0
19,46633.23,52914.96,13,1,1
65,65922.01,218743.36,13,1,1
22,66254.25,123553.55,13,2,0
18,54923.25,132444.39,13,2,0
66,74886.67,5000.0,12,4,1
27,75504.58,84179.89,14,0,1
60,66548.22,147672.73,12,3,0
19,54887.21,131648.18,12,1,0
25,52849.4,5000.0,15,3,1
23,32644.92,132428.27,14,0,0
54,43881.64,141993.53,18,1,0
50,47559.85,197025.72,8,3,0
42,37520.56,80686.13,17,3,1
30,68798.48,5000.0,11,3,1
22,83932.56,60193.75,16,2,0
47,41838.75,54176.1,8,3,0
29,65668.83,164202.53,13,2,0
48,39317.78,5000.0,9,5,1
53,53901.56,93098.61,13,2,1
62,46193.41,205547.73,13,3,1
43,72037.91,120432.75,13,1,0
18,46424.24,173779.01,11,3,0
