age,monthly_income,account_balance,login_frequency,support_tickets,churn
69,94406.68800000001,222021.48,13,6,0
29,63941.382,68030.3,17,7,1
67,68517.162,108194.88,15,2,0
65,191522.26799999998,64406.54,11,2,0
35,72559.04400000001,154561.88,14,3,0
63,167241.474,141911.07,13,5,1
61,86582.57400000001,48060.68,9,4,1
70,123382.314,175961.84,13,6,1
54,54658.584,146873.12,12,3,0
70,179681.256,143086.29,10,3,0
41,128165.022,118076.71,12,4,0
70,58596.57000000001,216288.47,12,6,1
31,108497.862,86138.51,8,5,0
43,135248.022,129879.02,17,4,1
65,59393.700000000004,148391.67,13,3,1
54,158322.18600000002,114038.99,6,4,1
47,98570.592,71873.48,10,3,0
70,106800.3,60390.66,8,2,0
47,54235.062,125198.67,5,3,0
39,96598.31400000001,5000.0,8,4,0
38,150103.818,196738.69,7,2,1
66,108742.482,116869.75,7,4,1
40,87574.158,144198.12,18,5,0
50,70535.53800000002,140797.05,11,4,1
63,82703.16,134876.51,12,6,1
42,145505.08800000002,126578.24,12,5,1
28,100559.71800000001,63485.01,14,3,0
28,69957.234,74211.61,10,5,0
45,147777.228,11598.71,12,5,0
56,107185.644,237484.32,14,3,0
29,166954.266,177098.31,13,4,0
70,169758.23400000003,195437.08,10,5,0
54,117482.148,116682.01,10,3,1
32,70231.44600000001,214131.19,10,3,1
70,85770.36,182909.89,17,4,0
59,140525.208,136403.04,10,4,0
64,135036.594,113262.14,7,2,1
63,103820.868,197577.95,14,4,0
47,134626.87800000003,140782.34,8,2,0
58,109595.88,22348.18,14,6,1
59,47037.941999999995,146625.1,13,4,0
69,127492.66799999999,30669.35,11,6,1
66,102029.202,294881.18,17,6,0
54,108498.06,148019.46,11,6,0
34,90548.406,98297.93,10,9,1
45,169502.562,162981.19,11,7,1
43,113069.448,186645.67,14,3,0
38,66394.53,81097.37,12,5,0
54,101612.106,182400.22,13,6,1
61,174696.246,112788.15,11,6,1
29,94432.536,107078.41,9,5,0
45,74677.554,193851.85,6,3,0
46,113120.55,143726.28,18,3,1
69,122634.39600000001,117045.74,10,5,1
37,122330.25,97514.46,18,4,1
56,87912.036,158535.85,14,8,1
69,100601.262,162380.62,11,5,1
37,98217.684,158615.61,10,2,1
47,135272.448,74179.52,16,5,1
51,102596.796,140972.29,7,4,0
39,128085.08400000002,80967.88,11,5,0
28,200000.0,93668.01,13,6,0
58,118372.44600000001,130379.78,15,4,0
30,116821.872,102426.02,10,4,0
38,114266.898,160786.56,13,4,0
50,71990.802,146000.77,13,5,1
28,143827.65,165787.11,19,2,0
56,86268.006,113478.28,8,4,0
27,173847.024,211876.0,16,2,0
70,91272.348,19248.4,12,4,1
29,168500.358,121761.31,18,5,0
27,94590.918,210694.66,13,3,0
70,141437.88,112157.35,9,3,0
42,102981.816,157901.52,8,3,1
51,164996.37,175362.48,11,4,0
38,180305.22600000002,79661.57,14,3,1
43,111200.54400000001,149161.97,6,2,0
45,107506.494,179401.16,18,3,1
33,101651.598,183648.51,11,5,1
33,108167.076,183710.45,18,6,1
58,115200.558,5000.0,16,4,1
32,126623.82600000002,182674.14,10,3,0
65,134917.11,91747.15,8,6,1
38,98551.872,176812.44,10,3,0
41,114620.436,209327.93,12,6,0
34,104480.208,105590.65,18,6,0
70,91609.596,154490.78,16,4,1
57,153639.252,27104.54,12,4,1
56,94756.212,68151.37,11,5,0
49,105123.042,141248.25,15,3,1
70,105289.578,149569.34,19,4,1
70,103227.012,130914.2,13,3,0
26,86934.456,111245.73,9,6,1
70,107112.078,17744.22,11,3,1
39,189966.69,201732.58,13,6,0
65,82729.70999999999,56571.93,14,5,1
45,80274.95999999999,108309.88,10,4,0
64,136787.958,115626.23,9,5,1
36,54379.26,82095.19,11,5,0
49,121055.52600000001,15310.16,8,2,1
70,76995.342,139443.8,16,4,0
55,69008.81400000001,108576.32,16,2,1
57,48281.22,202144.09,15,2,1
57,130373.604,123943.49,12,5,0
57,62780.094000000005,75469.73,11,3,0
70,111417.858,83273.64,10,3,0
44,91591.668,115301.65,14,5,1
39,135110.12399999998,70841.51,11,2,1
62,89261.622,34539.19,14,4,0
57,171753.894,156431.35,5,3,1
32,137158.25400000002,136251.87,12,3,0
70,158973.354,117558.13,6,5,1
67,62421.407999999996,173136.09,13,3,0
61,122445.73800000001,115398.18,13,2,0
68,151659.702,165991.2,16,5,0
57,133273.818,103867.15,17,2,1
57,59593.46400000001,218468.73,5,6,0
40,54550.404,72961.86,14,6,0
39,77974.72200000001,162435.12,11,4,1
48,78690.36600000001,127681.08,11,6,1
47,136709.91,76958.81,14,5,0
52,118354.78800000002,102076.34,16,3,0
37,47415.222,170874.02,8,4,1
32,119302.14600000001,106682.53,10,2,1
70,121839.06599999999,78662.36,11,4,1
42,126769.89600000001,155677.29,13,4,0
61,92864.088,205361.94,13,3,1
50,70536.996,157641.36,12,6,1
63,62371.170000000006,139579.72,15,3,0
60,116097.3,126285.96,16,9,1
43,47233.8,138477.43,13,7,1
70,68863.284,139379.99,15,4,1
62,142560.09,192397.24,10,3,0
27,144219.132,163017.09,14,4,1
49,129103.32600000002,123173.66,17,3,1
49,84887.28,174087.98,11,3,0
40,153478.764,50030.37,11,6,0
29,39507.696,67887.49,17,2,0
37,64510.164000000004,79329.85,13,4,0
59,95791.75200000001,102341.14,14,4,1
56,124524.71999999999,238563.52,12,3,1
34,53019.036,89960.52,11,4,0
49,134439.64200000002,247611.18,6,4,0
41,96090.516,74412.14,15,3,0
26,97734.33,64527.58,12,5,1
54,84647.034,184565.03,13,4,0
65,150359.43600000002,158585.58,10,2,0
66,75661.362,90176.78,12,4,1
40,48887.316,126387.9,12,4,1
47,118659.222,39875.71,16,5,0
55,129061.58400000002,169052.21,14,3,0
38,113685.12000000001,144273.35,7,3,0
38,27000.0,199716.8,13,6,1
41,124443.792,118318.7,10,4,1
60,88603.83,100495.33,15,3,1
48,67178.7,54680.34,9,5,1
65,130185.71999999999,64025.32,14,4,0
63,155055.04200000002,100346.28,13,7,1
70,67592.862,111795.61,14,6,0
70,104209.596,132985.32,7,5,1
52,75293.64000000001,78279.92,14,5,1
70,110057.652,31103.7,10,2,0
70,101837.53800000002,180576.45,15,2,0
70,130852.764,113156.98,13,2,0
47,89633.178,135905.03,17,5,1
70,52895.43,185844.93,14,3,0
36,122153.52600000001,174088.76,13,4,0
50,116278.362,5000.0,15,4,1
70,151346.358,45784.38,8,4,0
46,63918.594000000005,62987.23,11,4,1
27,108332.892,121292.23,20,7,1
50,169419.744,125122.73,10,4,1
28,99874.24200000001,223291.37,16,5,1
46,138040.416,196855.42,9,5,0
70,121258.314,194502.34,11,5,0
55,128601.07199999999,177684.99,9,4,0
57,81869.724,21102.37,13,4,1
56,66561.39000000001,169482.95,14,4,1
37,55261.979999999996,118335.41,11,5,0
29,77403.582,188386.33,10,5,1
61,124703.64000000001,165009.43,13,7,1
70,151231.032,39279.97,10,2,1
41,84939.57,174845.98,14,6,1
65,115864.38,108237.46,13,3,0
50,136321.02,128362.96,15,2,0
38,47570.04,130364.3,17,3,1
29,97362.39600000001,127192.46,11,4,0
62,151039.206,163954.95,12,3,1
47,122233.644,162974.77,8,4,1
70,108849.6,151741.4,12,5,1
66,117198.612,60299.54,18,4,1
50,103890.546,162687.12,18,4,1
29,151875.27,133636.74,15,5,1
36,123858.612,122689.32,12,6,1
33,100420.128,145245.83,12,2,0
55,147632.97600000002,31990.37,11,4,1
52,151471.998,95239.72,10,5,1
45,120640.12199999999,167791.28,10,2,0
36,128811.07800000001,204974.98,11,4,0
61,94942.206,74057.66,11,7,0
30,93158.748,161538.9,8,8,1
33,130137.48000000001,144025.17,13,3,1
34,141553.566,100433.49,21,5,0
66,61971.12,161955.52,13,3,0
68,114933.204,67632.77,20,3,1
36,91139.886,108145.63,14,7,1
61,81887.23800000001,110529.32,14,5,0
63,65951.496,35520.76,13,8,1
32,62585.874,151419.09,13,7,1
28,69247.44,33074.34,16,6,1
31,112585.194,104674.25,15,4,0
69,120384.23400000001,5000.0,14,2,1
30,135058.14,113154.18,9,3,0
32,85305.204,108762.54,13,7,0
56,66623.832,144326.08,7,2,1
62,97997.904,131425.56,19,5,0
67,200000.0,142405.88,14,4,1
50,92293.254,137432.9,15,4,0
58,67312.404,230725.05,13,4,1
40,52744.914,7456.66,15,4,0
59,113550.462,147186.86,18,3,1
56,154797.858,177191.15,9,7,0
56,94047.66,150965.3,15,3,0
70,163462.302,221323.14,7,4,1
40,83563.81199999999,175933.46,12,5,1
52,73239.228,160245.33,11,4,0
45,95497.65000000001,182404.67,9,8,1
70,150543.12600000002,62664.89,13,5,1
70,93209.202,59614.47,8,5,1
70,88508.214,197449.63,10,4,1
53,105649.542,116423.73,13,3,1
44,154310.094,5000.0,11,7,1
46,123678.93600000002,138856.16,11,6,0
66,118634.814,197987.43,9,4,1
34,43336.728,166143.77,16,7,0
64,97394.418,40342.15,7,3,1
40,120533.21999999999,138275.99,12,3,0
50,133671.348,235377.04,8,4,1
70,136074.798,225477.38,8,5,1
67,60014.628,160306.54,11,2,0
70,149383.098,118433.39,10,6,1
64,79413.426,104902.6,11,4,0
31,157001.094,109880.81,15,2,0
30,34388.424,83753.96,10,2,1
70,133851.58200000002,151157.57,11,5,0
70,113092.92,97157.02,10,4,0
58,189441.81,156599.26,9,6,0
48,106622.982,38996.15,10,3,1
48,27534.114,197543.59,20,5,1
70,128698.52399999999,127311.3,14,4,0
70,93130.93800000001,72606.78,11,5,0
70,83111.382,233951.29,12,4,1
40,160248.52800000002,181862.45,11,7,0
47,138452.202,67315.76,13,3,0
28,118622.43000000001,88790.08,7,4,1
36,114072.624,93702.86,13,5,1
66,127029.27600000001,170549.77,10,3,1
39,179241.138,9097.26,11,3,0
33,200000.0,156193.54,12,2,0
67,97381.836,55121.87,12,8,0
54,69544.458,87389.81,14,5,0
45,47117.304,102810.33,11,5,1
55,71503.092,95757.54,11,3,0
70,115116.39000000001,122965.44,12,2,0
31,67263.804,100542.53,19,3,1
44,105038.01,105994.01,3,5,1
39,99756.648,126003.57,5,4,0
34,181859.652,60125.59,11,2,0
35,108830.178,157297.21,11,5,1
68,127902.43800000001,97971.9,13,4,1
60,145128.006,59774.56,14,7,1
50,37363.806,95461.83,17,3,0
40,145669.608,59051.21,10,5,0
63,116850.078,153113.34,12,2,0
64,131753.502,45437.23,12,4,0
65,100098.162,159270.94,9,5,0
29,155603.808,142039.79,13,4,1
33,101012.454,182709.06,18,5,0
29,120847.608,55139.2,7,6,1
63,171282.312,264328.35,15,3,0
48,161298.37800000003,142470.69,7,5,0
28,64746.414000000004,120829.82,13,6,0
54,88231.356,114496.28,8,3,1
57,108675.28800000002,5000.0,13,5,0
40,99045.18,49047.52,10,4,1
70,110332.24200000001,221237.0,18,3,1
29,143264.646,150402.56,14,4,0
36,135476.622,79677.84,12,5,0
54,132444.702,231567.55,12,5,0
60,144891.702,91879.85,19,3,0
54,68110.632,40619.21,13,3,0
70,91666.422,76081.59,18,3,0
26,155272.968,86724.85,13,5,1
70,73832.74200000001,104411.23,11,5,1
54,62760.204,244696.07,7,2,1
32,92324.052,115875.57,17,7,1
28,66604.608,191744.11,17,4,0
55,93993.372,87078.3,13,4,0
60,152337.618,113950.85,13,5,1
32,112469.958,189595.45,10,3,0
68,109447.00200000001,52226.76,9,6,1
43,72536.328,105701.4,16,2,1
32,59697.324,153137.77,14,2,1
53,151917.606,84786.38,13,6,0
37,37380.24,174637.98,12,3,0
69,68447.142,84180.68,9,3,1
70,167977.674,5000.0,10,5,0
70,107509.392,165653.09,15,6,1
34,64571.111999999994,124419.9,16,2,1
49,155325.04200000002,199576.78,15,2,0
56,94979.088,200116.06,16,5,1
42,110629.13399999999,89991.57,9,3,0
55,148800.888,170898.44,20,2,0
38,88115.598,150067.55,11,4,1
56,38468.988,140666.53,11,4,1
33,110265.66,5000.0,8,4,1
70,161379.522,129495.54,9,5,0
59,123526.70999999999,115747.27,5,4,1
34,124607.358,25217.28,10,5,1
34,78605.316,213657.49,6,5,0
62,119322.108,107493.04,19,3,1
55,170231.00400000002,5000.0,11,2,0
32,155917.656,129632.54,10,3,1
44,104746.86,86932.91,15,4,1
69,151224.084,36989.76,12,3,0
29,99936.684,206945.76,13,4,0
31,163546.54200000002,21379.38,14,4,0
39,61039.296,124260.2,21,4,0
26,114284.862,133876.63,8,4,0
45,27000.0,176188.82,9,3,0
34,97498.926,255596.31,9,9,1
32,200000.0,57471.85,8,2,1
68,101042.658,134443.49,8,3,0
40,164783.808,148497.46,14,4,0
70,128827.008,204588.94,10,5,0
53,165632.07600000003,121722.06,12,5,1
65,91210.32,106306.09,17,4,1
55,91698.588,74469.23,13,3,0
47,105812.586,163357.32,7,3,1
30,112105.224,120495.99,19,2,0
42,110343.852,51121.65,10,5,0
33,127551.456,108380.37,12,5,0
61,79323.04800000001,193085.29,16,3,0
50,131795.856,60556.89,7,4,1
35,156841.758,83889.69,10,5,1
32,78084.162,63085.13,10,2,1
69,72397.98,216253.93,13,5,0
49,138742.218,52657.11,14,3,0
47,115291.224,121253.91,8,3,0
67,141250.068,31088.48,16,3,0
67,71133.57,84215.36,12,4,1
55,94370.13,160297.84,14,5,1
59,125649.612,302474.8,12,3,1
41,86011.668,166347.62,8,2,0
51,119430.648,51368.93,13,5,0
56,111556.998,117066.08,12,4,1
70,79781.796,52070.6,14,4,0
29,97340.724,64890.79,20,3,1
70,74600.982,86037.46,10,4,0
49,63964.368,184410.5,10,5,1
64,83926.18800000001,225683.76,9,3,0
64,164590.488,81867.38,10,4,1
63,106101.648,57362.64,20,4,1
37,120843.666,92471.28,13,3,0
53,87965.316,163655.53,9,6,1
70,92936.25,206925.27,15,3,1
70,109048.194,54941.4,12,5,1
59,41617.044,132662.09,5,3,0
28,53273.844000000005,93136.9,11,3,1
27,68337.81,99801.37,10,6,0
47,154397.952,68887.49,14,5,1
67,132318.50400000002,186269.25,6,3,1
45,61274.159999999996,161477.84,8,4,1
42,82239.858,153714.44,10,2,0
44,130918.76999999999,44916.03,6,3,0
61,96133.23,37640.81,14,3,1
70,172253.466,63164.19,7,5,1
70,124126.308,172765.94,13,4,0
38,97731.54000000001,88026.67,10,4,1
57,120503.952,154298.5,7,5,1
28,142937.22600000002,104502.93,16,5,1
37,121564.18800000001,76931.64,20,2,0
65,92649.29400000001,160874.26,11,5,1
53,147261.06,184487.84,10,2,1
27,147718.224,167834.43,15,3,0
70,117661.662,109072.07,15,3,0
42,147376.512,156379.79,9,3,1
49,147822.066,148694.47,16,3,0
56,136413.864,172455.98,9,5,1
29,61727.418000000005,212090.86,17,3,0
59,48712.265999999996,298266.28,14,5,1
70,115087.01400000001,128671.95,19,4,0
29,135639.288,108586.06,13,3,0
70,107696.322,226718.5,15,6,1
34,76079.898,73901.68,10,4,0
34,121874.85,164517.85,14,3,1
67,73571.61600000001,159050.81,10,6,1
32,81139.59000000001,125336.0,13,3,0
54,108929.952,103596.16,11,7,0
55,133778.016,97457.78,11,5,1
69,133887.258,26338.55,15,5,1
60,98992.872,40260.24,13,3,1
70,107882.496,163546.16,13,3,1
67,163170.108,164435.61,14,6,1
29,43189.596000000005,40201.57,18,4,0
56,118277.604,81429.24,8,3,1
70,131546.988,83520.16,12,3,0
28,144754.362,43390.05,6,4,1
40,112640.454,199311.2,12,3,1
52,95267.952,177035.93,8,5,0
70,162164.466,99481.56,12,4,1
67,99546.12000000001,61974.96,13,3,1
54,110750.202,70414.89,9,6,1
70,174931.02,167175.03,14,3,0
26,122401.008,138127.15,16,4,0
68,100986.12000000001,67583.34,13,4,0
55,90616.482,136510.83,9,2,0
43,139319.928,89674.97,16,3,0
36,33919.866,223197.2,10,5,1
58,89919.954,146987.38,13,2,1
34,109341.81,127494.06,12,5,1
69,116673.102,148833.09,11,9,1
54,34703.49600000001,81843.9,10,3,0
70,92586.888,124720.45,19,4,1
49,123901.704,96071.16,11,4,0
43,70678.494,125687.52,10,3,1
55,77786.01,59639.77,16,4,1
28,49521.546,87855.8,14,2,0
70,153362.07,78216.88,9,4,1
58,157293.918,162507.6,10,3,0
69,157129.59600000002,117725.75,14,4,1
43,83238.04800000001,86785.55,13,4,1
68,111075.642,5000.0,19,4,1
36,128780.96399999999,5000.0,8,5,0
34,157940.98200000002,203403.39,8,4,1
40,77410.476,130849.05,10,7,1
30,143581.428,42179.65,11,3,1
49,124545.366,163748.23,11,2,1
70,143718.858,44712.09,11,5,1
30,140472.612,55356.61,8,3,0
52,92046.33,87086.18,12,6,1
36,123461.892,36646.06,14,3,1
65,92327.31,113549.29,9,5,0
32,58527.324,79945.32,20,4,1
39,117284.922,62772.09,14,4,1
57,48082.986000000004,156278.52,14,5,1
53,162514.71,38771.57,10,3,1
26,135946.18800000002,100459.61,5,5,1
70,95109.804,58987.39,14,4,1
39,130901.634,147893.45,11,3,0
48,97198.81199999999,144808.43,8,3,1
33,116141.832,160106.44,10,4,1
27,72528.84000000001,106896.85,8,3,0
30,146192.724,137485.78,6,8,1
70,66867.462,140342.07,10,3,0
68,79486.524,44168.14,12,3,0
35,200000.0,111351.78,8,3,0
31,136148.274,150294.87,10,4,0
60,81130.03199999999,5000.0,9,3,1
70,137843.98200000002,110111.72,8,3,0
44,63072.54000000001,146058.07,9,3,1
40,105131.754,5000.0,12,6,1
70,77505.19200000001,138212.71,16,6,0
49,85144.96800000001,73853.91,15,5,1
70,109070.694,262933.71,14,4,0
45,130010.04000000001,45085.94,10,9,1
53,146703.546,5000.0,16,3,1
70,101872.98,169741.82,12,2,0
70,47212.83,102081.46,19,3,0
70,119553.282,123619.79,10,5,1
65,114311.7,14168.09,11,3,0
48,157168.566,120578.13,10,4,0
35,122711.31,5000.0,13,6,1
35,180052.362,152592.9,7,3,0
58,149140.31399999998,154535.4,9,3,1
57,102688.614,71018.99,16,5,1
26,127761.08400000002,50646.92,15,2,1
62,110771.06400000001,199187.3,10,4,0
56,180018.9,164454.18,13,4,1
45,73960.47,186348.37,21,3,0
56,103537.26,82300.72,14,3,1
38,133856.64,145260.59,12,2,0
60,70902.45,170683.23,12,3,0
70,144586.566,42798.47,12,3,0
68,51803.928,144152.42,8,4,1
54,152515.656,101828.38,14,3,1
63,123428.862,127807.6,7,7,1
41,103463.982,191329.53,16,3,1
43,109119.996,106309.3,14,3,0
42,66520.944,125417.24,12,4,1
70,142358.562,146603.55,12,3,0
63,138594.15,143016.44,9,4,1
52,68347.26,137627.19,11,3,0
59,123433.758,204685.76,13,3,1
44,106722.576,205955.55,10,3,0
65,109512.99,65572.91,9,3,0
27,64555.86600000001,171622.31,17,6,1
40,174593.62800000003,46565.39,14,4,1
56,148635.37800000003,156825.38,4,3,1
44,90828.01800000001,68520.48,11,3,1
48,112551.336,198973.26,12,4,0
39,179208.774,58724.4,9,4,0
70,110950.21800000001,151621.25,20,2,0
48,106430.976,91659.97,12,5,0
70,128036.01599999999,67766.82,16,5,1
60,136422.37800000003,154249.2,18,3,1
34,107354.16,80092.06,13,5,1
59,113611.44600000001,200237.7,14,6,0
63,147609.324,67751.66,6,3,0
41,92614.374,290692.46,9,6,0
68,87527.898,157299.72,8,4,0
56,110051.874,165422.44,11,6,0
70,36141.822,209647.47,12,2,0
68,69237.0,91195.42,9,2,0
26,121693.42800000001,125239.93,14,2,0
67,77000.976,181009.79,15,4,1
56,117468.432,136587.12,14,4,0
37,95698.638,273300.41,9,4,1
70,105782.058,98232.89,8,4,1
27,50402.142,180676.82,8,4,0
70,48617.928,128538.65,13,3,0
33,46383.714,68493.5,13,6,1
56,149938.38,79798.76,11,8,1
56,92384.136,52043.76,17,2,0
61,112978.11600000001,93816.89,19,4,1
28,133636.05000000002,76839.98,12,3,0
61,137463.30000000002,133142.68,8,6,1
29,84103.14600000001,173538.34,9,6,0
56,46758.060000000005,32253.12,11,6,1
69,79592.796,65105.53,12,3,1
40,97464.24,18261.45,16,3,0
45,89448.642,97610.16,14,2,0
54,100227.33,136553.06,13,6,1
49,34410.204,71001.76,17,4,0
36,80163.054,19426.3,9,3,0
28,61410.528,130931.13,14,6,1
50,142853.58000000002,129926.18,12,4,0
35,68264.892,5000.0,13,3,1
46,37031.094000000005,47402.77,15,5,1
28,117860.58,201448.27,16,3,0
53,152507.682,147681.24,12,2,1
68,137011.014,87383.86,8,3,0
26,134027.712,59701.5,15,4,0
37,126924.75,16545.44,21,6,0
36,107565.786,53590.61,13,3,0
69,100902.132,68802.51,11,5,1
29,67103.982,146715.11,14,3,0
53,116887.554,87776.11,10,8,1
52,146567.466,105381.36,11,3,0
68,140641.88400000002,235236.31,9,3,0
58,60993.9,144219.59,6,3,0
38,146335.33800000002,69540.67,18,4,1
58,98942.256,177227.04,14,4,0
45,122498.64000000001,151940.62,11,2,0
70,133205.364,166213.82,18,2,0
56,72839.64600000001,101124.87,14,4,0
59,97894.656,154637.14,16,6,1
40,128269.02600000001,109263.57,10,3,1
70,69358.77,56082.71,15,5,0
39,86245.632,164130.8,9,5,0
70,116853.084,63154.2,11,4,0
70,35254.08,168826.14,13,7,1
31,46895.472,122403.55,10,4,1
27,84715.164,44917.94,9,2,0
31,53502.24600000001,214165.2,13,4,0
51,78074.29800000001,69369.9,12,4,1
58,150481.71,59506.43,12,4,0
64,118560.762,47962.54,9,4,0
43,137020.698,142145.83,11,4,0
43,66846.978,71191.28,10,4,1
64,133457.166,212220.12,10,4,0
70,100038.348,84090.09,11,4,0
41,149441.14800000002,87684.4,11,3,0
48,85408.34400000001,147023.25,12,3,0
60,116850.474,148925.59,11,4,0
70,122653.782,134001.28,14,2,0
49,171789.75,206072.41,13,8,0
70,124438.968,75299.79,10,3,1
49,75112.38,69721.54,8,3,0
62,114773.958,155348.38,8,3,0
26,174888.432,119863.27,10,5,1
70,80447.904,252278.94,11,4,0
31,51407.226,127193.36,16,3,0
52,84208.158,176189.96,16,3,0
57,137232.198,55992.37,16,4,0
68,45436.32000000001,76648.32,12,2,1
32,67859.028,158217.28,9,4,1
44,188424.612,159593.38,12,6,1
70,95277.528,90327.82,19,4,0
38,97512.012,134787.05,12,3,0
67,113917.626,60269.54,13,6,0
36,112269.43800000001,64961.25,13,2,1
33,81526.14000000001,221635.33,7,7,1
43,95300.51400000001,193216.4,14,5,1
35,45746.586,140281.91,8,4,0
47,123305.77800000002,67065.49,17,2,1
59,112032.32400000001,59390.18,15,4,1
70,181926.558,200621.09,15,5,0
50,80143.72200000001,131651.61,12,3,1
52,87284.98800000001,167589.96,6,3,0
70,80603.928,104578.24,7,4,1
70,94010.54400000001,191563.58,10,5,0
54,128452.374,103988.85,14,5,0
66,142675.794,111001.87,11,4,0
27,91231.93800000001,175355.21,9,7,1
37,101013.066,165443.37,14,5,0
46,80768.952,5000.0,16,6,1
51,139652.298,14276.92,15,4,0
57,67342.284,145238.48,11,4,0
61,76925.376,170381.51,9,4,0
57,101742.804,220683.79,10,4,1
36,108285.948,128388.73,15,2,0
55,57757.32000000001,45952.86,4,6,1
51,84515.202,85506.61,11,4,1
45,95251.14000000001,141935.8,15,5,1
34,124452.666,128152.86,24,5,0
37,79619.598,144087.27,7,3,0
68,81368.748,224696.44,11,8,1
33,172413.81,5000.0,13,4,1
50,139345.74000000002,163821.81,13,7,1
30,179338.986,219774.42,9,3,0
39,166815.93600000002,99525.13,8,3,0
70,128611.404,162342.96,19,3,1
27,140183.586,146355.23,11,5,0
70,41511.078,97339.61,16,10,1
56,60653.79000000001,28738.55,11,4,1
27,93316.338,115600.93,15,4,0
70,136090.998,200843.96,15,6,0
45,109364.40000000001,184051.06,11,8,1
68,82259.712,162078.21,10,3,1
61,60757.86600000001,46483.09,11,4,0
70,152508.78000000003,189414.97,9,5,1
41,64821.672000000006,97076.05,9,4,0
51,110251.13399999999,93638.53,15,4,1
70,107220.888,101099.51,14,4,1
39,93140.334,163469.18,9,3,1
35,109548.97200000001,37917.66,13,4,0
68,112566.6,101223.13,18,5,0
70,161211.24000000002,117274.31,10,2,0
70,71262.54000000001,121206.54,12,3,0
70,93933.684,147959.13,12,4,0
34,67627.476,55132.44,9,2,0
63,153032.742,35466.91,10,5,1
65,131769.99000000002,111113.0,11,2,0
45,114641.766,76912.27,9,2,0
70,110154.006,128337.3,7,5,1
32,97928.748,172768.84,11,4,1
53,119937.762,99314.39,13,6,1
70,137837.14200000002,190285.24,20,5,1
55,132698.52,44193.82,15,4,1
70,107092.404,158146.1,14,6,1
46,138364.2,137137.57,11,5,0
47,104759.766,139591.88,17,5,0
70,27000.0,112520.57,11,2,0
44,147244.122,24843.22,12,3,1
58,91220.256,54502.54,18,3,1
54,86547.726,71343.09,12,2,1
57,125996.54400000001,102935.63,8,6,0
52,105469.974,100940.18,11,5,1
54,94784.724,178949.52,11,3,1
45,102801.43800000001,46297.38,17,5,1
50,130800.402,122159.78,14,5,0
61,109239.714,65507.7,9,3,0
26,102461.976,74968.52,16,4,0
26,66134.106,87145.85,16,4,0
35,142404.21,140804.31,10,6,1
39,65292.731999999996,38692.54,10,6,1
43,80527.536,93550.29,13,4,0
70,122668.29000000001,90520.85,14,4,1
47,92445.948,80816.19,12,2,1
70,120520.206,12876.53,12,2,1
58,65187.414000000004,142889.61,10,6,0
28,101511.0,83700.27,12,4,1
57,132184.13400000002,48469.42,20,4,1
44,150709.608,19385.15,16,7,1
70,95848.99200000001,164010.09,10,2,0
57,115011.126,51998.45,11,2,1
33,122620.08600000001,95632.39,13,5,1
45,183484.386,122568.52,12,5,1
52,71960.184,112828.0,8,6,1
70,164692.638,141804.26,11,5,1
55,75435.138,51104.32,18,4,0
43,118395.63000000002,226352.92,16,3,0
62,146813.526,81740.97,20,5,0
39,61977.312,151660.3,13,4,0
38,127679.54400000001,107961.11,13,4,1
26,48897.072,187578.97,15,5,1
52,130235.88600000001,133691.62,17,6,0
70,113518.368,130812.77,12,5,0
34,173837.07,35694.84,9,4,1
42,119277.18000000001,183354.66,12,7,1
57,126969.82199999999,178681.33,10,2,1
70,99642.87000000001,109440.17,11,5,0
58,149305.68000000002,135740.71,13,4,0
29,86722.29000000001,100461.53,9,5,1
70,73465.524,194988.42,11,4,1
45,106634.98800000001,49840.76,12,3,0
59,129530.64600000001,77646.49,8,4,0
32,128487.744,157301.26,13,4,0
32,105345.0,174455.36,6,2,1
55,93472.056,109100.56,13,2,0
52,54138.114,121844.05,9,4,1
27,57007.602,113596.32,10,5,1
62,104147.748,132756.75,9,4,1
29,131306.274,117511.95,11,4,0
62,162405.252,43596.63,11,4,1
66,146742.66,32609.26,12,4,1
70,135229.37399999998,97836.92,18,3,0
59,97146.558,103841.79,12,2,0
49,61454.861999999994,110895.66,12,2,1
39,100469.556,77560.58,7,5,0
52,86754.168,101529.8,9,4,1
55,89880.66,92376.41,14,3,1
64,132048.252,64593.36,18,5,1
61,91466.28,289403.2,7,2,1
37,94867.92,107543.0,11,4,0
34,113227.704,116353.81,12,5,1
53,119949.444,149683.14,9,3,0
36,116558.82,92278.08,7,3,1
54,150288.948,113927.79,11,4,0
59,57238.938,105408.1,12,9,1
70,169422.552,133382.7,18,3,0
68,95616.378,176049.23,15,5,0
44,72306.25200000001,92034.9,12,6,1
54,149287.014,73180.9,12,2,0
30,33063.102,147479.8,18,5,1
34,116726.184,96825.72,14,5,0
36,32077.098,153050.25,13,4,0
39,147654.57600000003,116515.05,4,2,0
64,85257.54000000001,132821.32,15,4,0
56,200000.0,194099.59,7,2,1
35,66812.328,5000.0,12,2,0
27,167162.454,77517.19,8,4,0
40,100558.98,69075.92,13,5,1
31,103738.212,237774.91,15,4,0
70,86109.102,187341.35,8,4,0
59,83669.436,239524.2,15,5,1
52,94534.65000000001,72391.87,11,2,0
39,159634.386,154720.2,13,3,0
38,134727.76799999998,5000.0,17,4,1
42,131733.054,119469.49,9,4,0
43,70358.022,64186.6,13,4,1
